ssn,name,phone,cfphone,str,city,cc
MKPCT77,Sakomoto,19827,0.39,KoNqkmz13,Cancun,4031
TUMSV77,Coste,5975,0.95,CyLgkgj95,Nashville,22369
EAEKH26,Bilardi,9868,0.56,AmClgvb68,Tri,37841
RNZGI82,Hanani,32287,0.33,KtApegk31,Vancouver,25952
SHORU26,Baba,22680,0.23,XdJrfte02,Atlanta,4302
PEDLQ70,Redon,31479,0.60,JvSmvnl33,Palm,5667
HXZNW62,Sentance,11688,0.43,EjDtxpi17,Augusta,21834
KZRTS57,Adorno,18806,0.91,OcHihri34,Cancun,7909
VZPSC89,Guerriero,8530,0.37,WsOygcd18,Cancun,6707
YURWK76,Pequeno,20563,0.15,KfJneyn82,Phoenix,7997
MTXOI36,Galand,22991,0.61,WfLgriz13,Wilmington,29230
HPMLB60,Lundelius,4279,0.63,JrRuqaj72,Madrid,25462
HPLTS96,Herger,4872,0.33,CuZbplu64,Lubbock,8109
IGEUJ77,Adelstein,4228,0.89,JeTrapp40,Asheville,12000
QSHON98,Kruiskamp,22279,0.85,QeDfmss10,Rochester,37991
XLJMG97,Dinesh,25171,0.44,IoCmklv22,Las,20370
QREJJ01,Varker,22667,0.31,YbBlsxt71,Florence,33474
OUADZ26,Gerber,36971,0.24,QhYqsps28,Zurich,25041
XFNQX64,Woit,33507,0.93,PiQjnie14,Asheville,22765
ZNGSO01,Rist,20802,0.18,JyHbdcd62,Casper,1697
QCMPT34,Tanishita,12669,0.71,NrVlixs54,Helena,9078
XCXGG91,Milidiu,29565,0.35,YdJfhgl52,Montgomery,29095
FOMPL60,Click,6776,0.16,NnXlemm39,Panama,28645
OBHBM67,dAcierno,13014,0.16,FsBlhpd97,Huntsville,24922
EMGKL22,Cavallo,3485,0.98,GqPlctu79,Washington,34941
HQKGL70,Dziadosz,32658,0.71,ToHvrho69,Istanbul,21957
TLRBZ12,Batz,1092,0.65,XfMhobw25,Lorient,11881
FKYJL08,Improta,29840,0.82,HqJgeok31,Nagoya,12728
KUXLQ90,Cashman,25930,0.72,FlCdvrs38,Aguascalientes,19098
ZENIH74,Veldwijk,433,0.37,IwQlnmu29,Rapid,29816
ZDLRB31,Meyden,39112,0.55,ArIgzni67,Bermuda,33925
PQKFP28,Deyuan,30941,0.44,ArFlear68,Kahului,34325
JNXTK94,Lanzl,31238,0.23,OoCrgku66,Sun,26352
IBEMU69,Kyung,21336,0.13,MnXhgnx01,Johannesburg,1763
KHMTH30,Kadesch,37498,0.75,HrKivns99,Killeen,22220
YGRIK72,Palfreyman,33571,0.51,NrYeote21,Denver,12251
BTMIK97,Capucciati,9658,0.54,FnLoxqg19,Lyon,13794
CVRAI56,Seidewitz,17597,0.62,WxOvgqo56,Augusta,18043
FZBRQ98,Dolotta,6426,0.18,PqKcnya42,Durango,18937
KUYZH20,Mudambi,3447,0.30,ByBlrrr83,Pasco,16798
LMGYM66,Gonthier,6267,0.26,ZsOghhu42,Toronto,20313
EQFHT11,Nishimukai,29151,0.30,MtPwabt15,Roanoke,20084
IUSKJ04,Preusig,4303,0.66,UtFtzgv24,Venice,22237
EPUKA45,Westra,16710,0.24,BjKjozu81,Grenada,33378
OYRAM95,Kriegman,2194,0.67,WnVzmqg01,Prague,25596
JGREA39,Disney,33908,0.47,HvXplxh90,Berlin,5514
KJBOD79,Dusink,15710,0.94,PwBsten94,Brussels,28816
AYQSD73,Handel,32321,0.62,YwFfiqa78,Las,11415
FIIIC23,Rovan,8071,0.35,OvMrnhx62,Kalispell,6723
RRAZJ40,Bensaou,17209,0.16,XgXuasd34,Port,4029
DGRBM49,Valadier,39671,0.37,UuNeibc10,Minneapolis,37047
SIFUV23,Canos,3695,0.42,SlTtrks66,Moscow,13085
DCKFI42,Todesco,7182,0.97,DlIqybf34,Grand,29080
EAKHE37,Nadji,38339,0.62,RdHfjqs34,Bamako,36200
ZFXIO27,Hittos,30876,0.22,XhMsrcx12,Helena,37429
ZYEQZ47,Phalke,3498,0.31,IgNkhpa21,Chattanooga,10489
NVSGV94,Belkhatir,14372,0.51,ZeDcexz79,Lome,20436
PUVWN20,Poujoulat,1829,0.52,NzYxmsx61,Las,34656
WXWDV03,Marzano,13283,0.49,JmGzake59,Newcastle,17070
PHANR62,Galesi,34435,0.48,ExOzgwi76,Lorient,142
GQXHN79,Piney,32724,0.62,UiPmfpc01,Beaumont,11707
EQLIG12,Ahr,13261,0.73,PhSroux36,Villahermosa,26589
QSWYF71,Bruce,38265,0.81,DrAvlkg76,Omaha,15363
SXCXL08,Kranakis,10625,0.84,QpOyysa49,Frankfurt,1482
LCAMY22,Bark,14441,0.95,XbKuhei50,Killeen,10750
OOQDW39,Dave,13337,0.82,ExPtoxw80,Amsterdam,30371
HIJZO83,Stanski,33715,0.87,FeHwcjb67,Miami,1935
ATBKW57,Herzberg,17953,0.87,EsQcwab43,Caracas,25105
RNHOZ74,Yonezaki,34743,0.93,CmKrjaz31,Lawton,12751
MQJYU88,Senator,15694,0.68,QxQsnbo97,Nice,27344
RRBVD76,Lapid,10013,0.28,RdJvyus17,Jacksonville,28384
ZKQLC95,Steckelberg,11825,0.73,YzEoqau48,Guadalajara,6163
NYEBU93,Baldan,15661,0.97,DoLxelc04,Salt,10465
RAYZY37,Yanike,7394,0.78,GhKaynq47,Detroit,6703
KLXXY21,Haskins,19411,0.20,MtLrkhq70,Manchester,39148
ABXBI27,Devgan,26692,0.81,YuNfuve33,Omaha,1113
OSIWP96,Kader,30468,0.93,CoIgncy22,Nagoya,34253
GUGBY88,Polo,10420,0.39,JjZdugg57,Anchorage,33410
FXGEH66,Shiouchi,32257,0.96,LwGoztb55,Lexington,29462
TIADM75,Alvarez,19294,0.60,AlZzpsi38,Dothan,13829
FMDWQ00,Reiss,10994,0.65,CcUzxxe54,Greenville,21191
OIBTR08,Logrippo,1060,0.84,QoXwpme77,Palm,11825
NJLKW99,Bertelsen,39077,0.42,OzNmsov88,Twin,21854
HBBHA14,Palomar,30925,0.98,NyTzjbj17,Appleton,32683
DWFFJ55,Kobuchi,36572,0.27,TwOudcc73,Nice,36428
QPIOT77,Chi,14401,0.22,XvFuyzp70,Barcelona,11662
PULPN62,Simec,5259,0.38,JqVygir92,Monroe,10867
XAGVP81,Greenberger,21998,0.92,OdNlage23,Guatemala,32880
MCUZF01,Huthnance,32339,0.94,LpWcwto75,Detroit,5898
QCFPD57,Fleck,6420,0.82,EgZexex24,Monterrey,3231
BZDHM13,Tadokoro,14632,0.71,NbFoklr26,Lafayette,39482
JUGWW29,Takada,15990,0.29,MjNafsn09,Columbia,22182
YMLUN98,Manmatha,5974,0.38,YyKskzi09,Spokane,35162
VGCCW50,Hauschild,30467,0.35,AyPrunw25,Savannah,33681
MTXQA90,Helfrich,34332,0.28,QgTxflq80,Appleton,5607
LSSGA44,Landweber,21511,0.25,JaKjwlb97,Puerto,1853
GZQSZ75,Fenstermacher,19489,0.84,VxNepby16,Jackson,4689
EJBHN54,Rudmik,18923,0.83,AtJlcdi25,Atlanta,38632
VEZUS99,Kermode,39474,0.18,EtBuktz34,Caracas,11613
ZNPET13,Haraldsson,36623,0.62,FmCtdxe53,Pasco,9805
FQAOV86,McNulty,3318,0.43,AzJtssm44,Idaho,31436
YAFNT67,Bultheel,19566,0.17,FzKsfeb64,Honolulu,18106
UTHHU00,Suorsa,35083,0.56,NsEedcu91,Grand,8640
JGCHC34,Strijk,31650,0.70,AiPdrkm86,Macon,29697
OXPQJ20,Peitgen,15844,0.51,DeEhzxr21,Akron,25225
NDUZY77,Tizhoosh,1397,0.77,MwDnzil89,Kalispell,21390
WXSXR97,Maluszynski,32770,0.28,EeLbmev70,Albuquerque,9814
UEWTA45,Koblitz,3793,0.31,LqFkksq68,Athens,30701
KBKED11,Redey,36366,0.89,HcSzesb61,Santiago,38714
BYGPK06,Hardaway,33044,0.48,VaDhpjl35,Amsterdam,19234
KHLGT36,Mausberg,39307,0.52,PoTrpsy54,Dayton,18101
HNPRQ16,Duntsch,38660,0.64,ZrXfcnc30,Worcester,23598
IAEXH40,Favero,36147,0.65,CiSqrnv28,Memphis,39349
HDFCT85,Schrickx,31009,0.69,JoVoiuh47,Bucharest,3232
TMFOP14,Soinard,22714,0.46,YeHwxhi15,Fayetteville,18440
CYYMM76,Willcock,2695,0.56,JgPbxyw71,Caracas,39973
GPDWN02,Hatzimanikatis,12933,0.27,UeMwvoa78,Johannesburg,26295
HHTVF27,Lung,34495,0.41,YeGuacv18,Pasco,2670
PVAYY79,Galbavy,31118,0.66,YqTwdus22,Port,20899
BMMAE23,Hammerle,34311,0.26,IwGenlh04,Brunswick,17946
EUAZS79,Soinard,1530,0.19,YjIaxwt96,Albuquerque,38971
NQSHE15,Vignollet,13667,0.17,UxWllzy58,Birmingham,18520
SZNYJ43,Mihoubi,25934,0.68,IfFajwo08,Columbia,9346
TNXLK09,Melzak,4414,0.15,AqCxyio27,Birmingham,11418
NHXDR87,Maxemchuk,11881,0.84,DvOqjsh52,Porto,24179
BSDSQ56,Michaylov,4293,0.32,UiAqdgh14,Raleigh,21787
BTCPG38,Fandrianto,27276,0.79,JpDsiwc53,Manchester,5847
CKBKQ86,Clenshaw,38851,0.23,CfMbpqr74,Chattanooga,30117
FHTTN32,Huffman,2803,0.74,MgNsnib92,Grenada,36847
DPDCC29,Baezner,2946,0.22,SdQgfmg68,Cairo,19541
GXSXA07,Kharin,36374,0.23,OuNrsbo31,Syracuse,3699
JUYHQ07,Rijn,30330,0.92,PoTitnd88,Porto,2676
XKRYY60,Wolniewicz,22607,0.77,DvQkeqf56,Rochester,30336
BCLLV87,Kruse,14775,0.60,IsZzxky50,Abidjan,39908
YQSVG41,Fucik,9883,0.16,VgTypqq57,Hermosillo,23230
PZLVX94,Wheen,17267,0.80,GsNydbi34,Providenciales,32695
NUIOR74,Fontet,22181,0.33,PnZquzs15,Mulhouse,19461
VDMXW89,Smale,12202,0.76,CjLrrnt55,Mobile,8754
BDHIR32,Rivers,16077,0.64,PuNsnte98,Lynchburg,23598
WUYEH13,Thibadeau,38874,0.13,BeBhllc02,Appleton,19964
GOIFM42,Litecky,37051,0.73,EqNwptj53,Las,37903
UOYSG03,Ridley,28248,0.47,DjZecat46,Toronto,18455
FHXIG22,Dom,7832,0.20,OsFrhuz79,Providenciales,11259
HBPHL46,Clouse,2514,0.68,IhBujbp52,Montgomery,14659
COXYQ31,Gibson,29156,0.40,DeMfref07,Rio,6979
UMBVZ54,Ogunfunmi,14070,0.55,WxPsyzk06,Dayton,20917
SCTBP43,Bux,29169,0.76,HqXbnxx25,Mexico,8785
WKZOV36,Parson,32459,0.76,RoPbpaa41,Cedar,3069
RRTIW61,Billawala,4744,0.66,PdQdias53,Elko,38689
GCRNU30,Roetter,17856,0.40,QoRkzbo69,Elko,33722
WRTWY95,Brunk,4515,0.64,XrXidja84,Spokane,5621
SMCQK88,DAmiano,15813,0.13,UuPyowi49,Wilmington,35062
MDLHW21,Battaglin,21591,0.24,RfEbuhd25,Durango,31847
RAPBI75,Roodyn,1590,0.70,YxDdpwc46,Dallas,39715
EXBGP36,Kogut,32952,0.25,CdOxotx69,Alexandria,3013
JRODM69,Dssouli,4414,0.80,NfSvlhy62,Tampa,35991
ZTYUS07,Binkley,33585,0.46,MvIisvk59,Idaho,30399
TIGDH50,Abeln,35963,0.35,ChXnzib72,Munich,11401
AGFUI56,Buckland,22975,0.25,EnQkdje79,Madison,11158
NIVQS01,Vahdat,27367,0.20,NwZtfcg08,Seattle,22107
BXKGT40,Mesnard,23840,0.25,PgMyyjt19,Washington,1640
VGYZH77,Eyrolle,11000,0.78,FbKvpzb54,Columbus,34969
FLOSN73,Jobusch,12784,0.14,GuOgbhf62,Albany,560
QONSV13,Mukund,32440,0.82,GoGcgcy55,East,13065
DAGEG86,Lvov,24629,0.99,YyEugns11,Columbus,3750
ASTFU55,Barraquand,26247,0.19,LoNmpvh92,Puerto,22480
GTVMT95,Nojiri,25752,0.59,TcYyqgs08,Evansville,27374
UGQGQ20,Gniady,26283,0.79,FeArapj03,Lubbock,2816
NTHYY48,Baggiolini,39921,0.70,LeNbfjw49,Cairo,14753
NGXOM49,Stolcke,1809,0.79,QfWwiwv59,Myrtle,27922
TAVSB31,Quaggetto,14504,0.78,VoRbyfl63,Lafayette,20451
ZJJXI55,Tucker,11027,0.29,LmQylpg69,Veracruz,2155
QXBSM79,Trommer,29735,0.62,YfXbxqm08,Bozeman,7603
SLZBU59,Duchessi,12837,0.43,QdBuizg85,Louisville,3829
GNCKZ15,Dhodhi,22429,0.46,PgZkdmx45,Spokane,8983
FLUMI43,Radzyminski,36186,0.26,OnAfqgw31,Valdosta,4375
SQMTF75,Spataro,33682,0.38,GkFhgku20,Cleveland,19542
FGVUG36,Karlapalem,3798,0.65,KpWquhj78,Lima,3667
IMSEH53,Eiron,633,0.11,VwFygzw60,Shreveport,12470
SGOQG55,Friedland,14539,0.65,PfZotew12,Fairbanks,37633
BTSQD51,Rosenquist,36950,0.91,OeBotot93,Kalispell,16622
VJBOE96,Hodge,936,0.97,NmAekij03,Tucson,6609
IIQQS07,Bartels,39135,0.96,HrStvvc82,Kiev,28964
BWWZG50,Iakovlev,7241,0.20,SgOrztn72,Minneapolis,17665
XMQJO74,Zabih,27282,0.25,DkYzagk89,Wichita,30335
EODLT01,Cermak,17059,0.57,YeNjesh71,Moscow,9848
YWCNH98,Roijakkers,7602,0.29,ZeRwqrh96,Madrid,32325
ILHQG30,Dijkstra,18742,0.66,OkIzdxx07,Spokane,38435
ILBKD73,Spell,1767,0.77,OpJfifd95,Rapid,39640
SCHNU17,Spinning,37772,0.20,VhMtrrh44,Newburgh,38990
FNQGB84,Ibel,4458,0.82,NrCdckx22,Omaha,12958
FZGRO97,Boersen,22797,0.15,TsUtdag52,New,9309
DGLDR70,Gerteisen,32773,0.19,UbUukoq40,Elko,34679
GJXZX24,Eco,39308,0.97,OpStquf77,Atlanta,29422
RYMIW22,Borgstrom,22543,0.65,GgNckod94,Tulsa,13031
KQLVP29,Hedlund,8538,0.35,MjEtfug84,Kalispell,7276
DKQCI60,Buskens,24495,0.79,LqTshqb04,Prague,10196
EILHF79,Latta,26850,0.90,YuBbugw82,Columbia,29787
WAEMW53,Hochgesang,37393,0.41,GuXwjxj39,Manchester,37922
WTZGE47,Gautschi,2590,0.82,QmXjazv14,Melbourne,23849
TOAQU54,Fedou,19371,0.98,VeCxyck48,Chattanooga,34284
UQSHV42,Krawitz,11022,0.28,KdVxtvg05,Calgary,11438
YUMGQ72,Rioboo,15720,0.32,CiRkxez71,Indianapolis,17865
ZQFTL10,Nori,32678,0.35,MlKnlps46,Leon,4547
NKLOJ00,Zimmermann,35296,0.45,RtFzpeq86,Oakland,11203
LALLJ28,Bhatt,22927,0.95,BzWwoqa22,Veracruz,15073
BWQIW91,Nikovski,8328,0.74,FiMydnm24,Gulfport,16186
BMRQC01,Zahar,13865,0.39,UaHeqre43,Madrid,35725
AUYXN23,Cornero,35252,0.61,XnGaefe59,Seattle,794
GOTOU05,Mastrobuoni,10029,0.85,WbWewmx97,Honolulu,11953
WAROO08,Kingham,33087,0.33,YeRdcbd52,Newburgh,35502
FFYNM89,Kamphusmann,14721,0.12,YiMdlsk62,Columbia,7810
CIXXI22,Flexer,36434,0.28,LfZexth34,Madison,30850
APVNO10,Devai,21477,0.94,IkUauyp35,Bucharest,25906
UXADG30,Meusel,12022,0.26,IaOkfvx63,Milwaukee,8741
KNOGT84,Stachour,21772,0.19,UoQirkh30,Kalamazoo,16384
VTWFO83,Capobianchi,18078,0.19,GgKxsof66,Killeen,39516
ALYZB87,Tano,26541,0.47,VkRscsb82,Little,345
NIUVC85,Wickramasinghe,39746,0.62,TiVrxxm53,Meridian,14478
PMMNK34,Guid,38769,0.25,GxNcnct90,Greenville,9226
NYMLC85,Lienhardt,26476,0.20,VgVthkc23,Great,37969
DAMTP07,Katzenberg,13396,0.55,BzNocby24,Guatemala,34595
TYMBY45,Pierro,26816,0.13,JcVijxu18,Newburgh,32021
EJOJN26,Cestnik,22474,0.59,RbKsdmz91,Macon,34139
PJYIT13,Liuzzi,9628,0.17,OwPuuxq97,Cairo,38064
AFGKZ92,Desikan,4839,0.50,UfPxtym92,Dayton,30268
AJRSB99,Glockner,3580,0.99,BzRmtmy06,Oklahoma,38469
VMWQT63,Gulliver,34872,0.98,YsEyhru36,Los,13712
SCACA43,Mendelsohn,30953,0.85,IdJplmx01,Durban,34255
QBSJJ52,McGranaghan,17857,0.79,IyZdvni15,Bologna,31443
LHLPR38,Pevac,15009,0.50,XgYsxub88,Zurich,30515
MOXXW24,Hadjidimos,35690,0.80,MtJhiyi54,Puerto,38339
BVNXV45,Kishida,3600,0.73,ExWwyfw09,Myrtle,32150
OVUCR85,Hackl,6153,0.62,AuUkbsz72,Paris,14337
INOUR32,Kogut,18606,0.15,OuMwkay43,Akron,5356
ELEHH43,Gornas,23989,0.15,AuQodly58,Cincinnati,15182
VELDY98,Marazakis,6231,0.42,JwWlgps89,Windhoek,10766
QQZOI67,Pitt,20810,0.23,LqCxiso86,Sacramento,8800
MQDTS48,Winograd,31501,0.91,PaYlynq61,Reno,23122
JJOVJ61,Nadella,25632,0.55,IfJwklb95,Mazatlan,7211
OWPLW61,Raan,28686,0.26,WnZhyuo34,South,31397
XTZQT62,Artiges,24393,0.21,WdJgvnt32,New,4900
LGHHJ66,Azmoodeh,37936,0.62,XkXsxic65,Ciudad,16026
WGDLU99,Lason,26324,0.73,UjIghsg29,Lafayette,14804
NGWIV81,Heinzelmann,39443,0.38,MuXslzq40,Texarkana,340
DTVFI48,Sloope,6926,0.93,UeYoomn73,Cape,30011
VYQVH05,Klaiber,17517,0.19,EjBhwga07,Reno,681
QEOPX68,Jokiniemi,32643,0.49,VrUxjqb29,Grand,8276
HPCKF82,Hoede,766,0.72,GrGwcnh16,Melbourne,30132
BSHIE81,Rawn,38327,0.66,BjUimzx33,Dublin,4079
YABBW76,Daul,7132,0.95,XnVlolr91,Orlando,2861
UTCMH85,Skandalis,8594,0.68,EyBypip86,Fresno,7565
ZPOEC91,Dear,20773,0.61,EcJuhue64,Lynchburg,28172
DCKXA46,Scofield,35198,0.47,ZpQpasp18,Dublin,28742
ELJPW64,Dicks,23229,0.50,CoOqqer35,Bamako,38274
RDPGF71,Tuuliniemi,7878,0.96,IwHjboh00,Montgomery,6762
WOSCC57,Azmoodeh,19233,0.76,FpNvylp36,Puebla,22538
CPPGN36,Meeson,16458,0.51,YiKkhjg96,Aguascalientes,17451
RGEAN89,Grape,16930,0.49,QuKwzey68,Great,857
BTHHY81,Musinski,13212,0.81,WlKluvn70,Roanoke,27764
HFCHM06,Gaedke,2677,0.15,ClEvqot76,Hermosillo,1212
RRJLV03,Mikou,23730,0.12,ZxPxljm18,Birmingham,18952
OCXDS78,Silla,7515,0.57,XeLrhuz33,Oklahoma,26480
BRXRJ85,Callegarin,35277,0.40,GhRtfde61,Porto,30003
QWGXB24,Kohnert,7612,0.51,QvEexsu57,Twin,18916
HPGUI35,Heystek,9047,0.27,GvMqlpu14,Aguascalientes,22177
AUWLY93,Vinson,18304,0.61,FkNrreb88,Lisbon,29215
LKWIG16,Vanderbilt,28667,0.60,VgRvafa79,Mobile,20099
RMJJJ85,Kero,13321,0.36,GxZsbqn76,El,7572
TNJSR69,Biros,36709,0.11,WlRbxkg01,Manchester,11055
BIUPR14,Hardaway,22910,0.54,IjQjmsm20,Tallahassee,21583
PJKRB88,Mikulecka,2539,0.79,MtSfwwr26,Providence,29423
ERRMR08,Yagiura,26957,0.37,IlTuqsn69,Dubai,24281
UZNRZ08,Juric,32549,0.51,UbCugqx50,Miami,23062
YOOGK90,Wuwongse,22423,0.39,LuLxhjk83,Tampa,37123
ADXGU22,Yagati,34963,0.26,KbWvrkf00,Brunswick,32611
ZZYCA01,Putfarken,38174,0.23,KbTehaw97,Fresno,7879
XBGTK96,Hellendoom,10524,0.34,ZiSjrdm43,Butte,30070
VTQMN00,McNeese,24702,0.23,HjMmgab47,Columbus,4169
VLIDD94,Tsvetovat,18405,0.67,XaUuuhs55,Miami,14590
THTML23,Mihok,32988,0.31,PaZkblc49,Dayton,11696
HLCXP24,Naggar,11341,0.59,GiIfmlr80,Worcester,6604
DTOPM38,Rabi,34290,0.83,PvQoxvq90,Omaha,12654
VHXXF01,Dachille,35992,0.95,IeJaaun25,Twin,13295
EVAGT82,Tayi,29389,0.35,JuBdhvn13,Green,36058
ACMLF81,Dietl,108,0.45,KrEgnny97,Athens,15265
XOXLH84,Gerards,8326,0.86,DhConva31,Tucson,36098
ACEYQ62,Rademakers,33010,0.44,FjHdxlf17,Torreon,11543
PVADS57,Philbin,23522,0.74,SyNcfvr90,Missoula,18138
KVKRE09,Lamparter,5516,0.42,ZaKzlig09,Lorient,4995
XQTHZ80,Hooper,12143,0.77,TfGjsyy99,Meridian,29624
FLDEB90,Bofinger,14083,0.43,AyHiiwa29,Tulsa,29190
UBHMS87,Ortmann,18808,0.41,IsPwdij37,Syracuse,16704
WAKKE14,Kouloumdjian,38365,0.64,QbGcjme32,Puerto,13735
TVEKB50,Yandle,8224,0.66,ObFrpkw25,Roanoke,24208
EEORW67,Taft,15232,0.47,QiWbmxd34,Athens,25361
HBSOC27,Deringer,22232,0.26,RzWkjrm03,Venice,7298
APDGP49,Reusch,3918,0.50,YiAepyu82,Athens,1946
EWKZC28,Agostino,29385,0.96,SmQkkpm28,Mulhouse,26280
EOIVP02,Radovic,19275,0.54,DdSzuor75,Cleveland,22493
EFOGL99,Sanger,14058,0.28,PcPrkkb67,Rio,9349
YDJFZ93,Schoelles,18728,0.57,ImRuufa35,Sacramento,27723
FSNHQ64,Chenney,32251,0.77,QsIxinf84,London,36924
AAMLE67,Valadier,20789,0.85,UdXside73,Torreon,27474
ITGON33,Clary,18233,0.44,YnCeorl50,Dothan,30001
OGIIJ68,Stampfel,6263,0.36,RwKhvga86,Tapachula,30887
LWPAJ45,Shiloh,8611,0.31,JoRycxu16,Venice,405
YLPRA78,Geraci,20736,0.57,EpLgczk85,Tapachula,23484
CAPFJ28,Nordemann,10978,0.56,ZuFjdgf93,Tucson,17211
ZHUMW94,Murtha,28407,0.82,FtJmdce32,Jackson,10286
FQFEX81,Postley,3831,0.72,ZuCvgsp58,Sun,7397
YUMQZ22,Broll,700,0.58,LlXmskq27,Bermuda,22686
ZWXDT95,Standera,4520,0.76,EoUlevc42,Baltimore,23554
AGMJI45,Szelepcsenyi,1361,0.81,GzQctlh82,Charleston,6556
HLRZQ71,Kislenkov,35049,0.34,BdQxdwl79,Guaymas,39393
DKEYP22,Edagawa,6876,0.68,NbEdtkv87,Rapid,38353
IOQHO53,Koenker,603,0.11,IsUplvf74,London,33133
QDLDR12,Newton,21867,0.29,ByWrcuy73,Fairbanks,18989
WLSZP92,Danlos,33081,0.95,IpDxphd73,Columbia,14601
KJAUK97,Ang,28700,0.62,EkFjxlr85,Salvador,16819
BQSXQ88,Horswill,5017,0.52,GvSqbgr67,Acapulco,18139
NCQWW63,Kourai,33472,0.28,WxZqoey98,Toulouse,17349
OUZIQ15,Daun,9550,0.50,GvNoahh70,Barcelona,4154
CISMC87,Gallivan,24142,0.63,YqDryud36,Dayton,8020
JHDAQ04,Thisen,35109,0.73,YpWvehi72,Los,3016
NZAMW56,Naumovich,12626,0.87,OmVhbxq08,Orlando,22762
IAKYS23,Button,3950,0.24,HnPibpq15,Frankfurt,7591
XZCZM00,Negoita,16896,0.59,NgJguqm56,Montreal,28784
EXDQP31,Sleumer,21568,0.42,KbVmffo08,Amsterdam,16025
VBNAE83,Hemmerling,34382,0.22,FeCfqof45,Amarillo,10779
ZOLHJ71,Chiodo,26901,0.69,IbBnafm48,Tallahassee,26603
QAWQM41,Brune,9696,0.17,JcTbvjs26,Conakry,2463
PRYJI55,Bereiter,34244,0.56,UhSzqwv21,Elko,19838
KOWSV85,Dage,3711,0.56,ZoBfpeh33,Kansas,19397
VBSZT93,Percebois,8644,0.37,BmThcre06,Paris,25048
VAYDA99,Kulasinghe,11770,0.71,ZxCyipd57,Chattanooga,27644
FLWYO92,Reid,3326,0.31,RaNwwnh24,Atlanta,29098
JELHA77,Asperti,33921,0.96,UzTlqxf30,Seattle,12684
NBFFB52,Galdes,38022,0.57,ZmCgxmf48,Lima,6285
FXAMR78,Bondorf,34283,0.30,UyIwnvv06,Grand,6908
JWKFA42,Levenshtein,24852,0.30,KxXkljf16,Dubai,17130
LUOHQ39,Einsfeld,4547,0.54,UjSuxpi94,Aruba,12762
ZPPQF46,Capaccioli,6979,0.23,AlEenkx70,Madison,39453
KUUGM36,Tsiknakis,3986,0.21,EwUmtsl57,Columbia,16563
XCYRR65,Serra,39125,0.17,MbIqmiq46,Lisbon,22753
PJSVI73,Rand,27447,0.64,ExCjvng43,Tallahassee,22771
NWLHI06,Leela,29803,0.57,EqQpzre87,Puerto,230
ZKKCK18,Ilin,38215,0.79,KyFbrqk09,Lorient,14181
HPCLY79,Toman,14507,0.62,UyBvmnb25,Lansing,16363
HBUGI18,Bonniger,28660,0.80,PrTzpxs36,Toronto,18568
GGXAD71,Reeve,26315,0.73,AhUifio84,Charlottesville,30546
KJPUT56,Villarrubia,21851,0.73,HjKrhrx68,Rio,38531
SYWIJ21,Nytro,8336,0.48,GmDubuv79,Calgary,26033
LVRRD11,Arcos,18889,0.84,MeZevjf28,George,26485
UADVR09,Yntema,29143,0.13,DcAayen78,Santiago,35663
PSKGD07,Bassiouni,37497,0.73,CcSfhrw56,Chihuahua,28345
XKAHK70,Costake,37279,0.88,UkVpqur90,Nice,30509
PZUVT15,Bernfeld,34068,0.88,JcTiexh48,Cairo,32649
OEOTP24,Cummings,22302,0.47,EzWdlvt77,Los,32431
XUBUI04,Kahale,13042,0.45,UtXebae33,Pittsburgh,37741
YYRBF86,Hallam,2929,0.89,JuNtnoo24,Lome,7290
MSMCE85,Pews,15617,0.98,TjIdoll59,Killeen,10120
DDZOH38,Bittan,1195,0.85,PlHptet55,Minneapolis,2019
MZSIY42,Namjoshi,24610,0.38,HjZtjei07,Nassau,15090
HWMMT36,Dessi,4061,0.16,JgMehsi70,Nassau,16484
XQOTQ83,Husain,10793,0.49,TeEjgap86,Toledo,33473
CRGXO78,Rivera,33688,0.88,OrHizqm92,Oklahoma,39553
XRMRK46,Baumann,30883,0.49,VcKnfwh53,Acapulco,39767
CMJMY50,Peelman,368,0.51,TtSjegq02,Cedar,3202
DNWUG08,Rikino,19355,0.17,KsJyqft62,Jackson,30264
RHYTK25,Baptiste,2757,0.28,SjGbwiy42,Paris,4105
HUGZZ47,Bae,34330,0.19,UtXfijj00,Puebla,39470
NCQUS16,Sartori,1489,0.77,VcDbbyj01,Vail,16290
HWNBD57,Kelleghan,28232,0.42,DiEkkiy60,Sun,37656
JINYO53,Loevenich,6812,0.62,SvQihef05,Paris,4934
WYGFY38,Porotskiy,18082,0.65,UxSdame90,Miami,3736
DPSPT46,Hebert,36844,0.72,OjIesxa77,Lisbon,30631
DSJIC66,Keskin,25066,0.80,NbJajif80,Knoxville,16098
FYMOU30,Losch,21930,0.78,ZkPmkml46,Detroit,34690
KRLKI04,Lanfear,37861,0.55,HcMyfdq28,Minneapolis,14640
RMZYW75,Eizirik,16318,0.13,LuGlcza00,Zurich,38870
DZSDI54,Badr,370,0.28,IbAsysg10,Wichita,21379
ZNLAN44,Reblewski,5752,0.95,JvKtndy44,Norfolk,13075
AQKBQ25,Khajenoori,14386,0.98,JwArwnj12,Pittsburgh,19378
YZRWJ55,Haasis,22115,0.54,DiIseza53,Boise,12325
QJRXE51,Feinberg,38313,0.98,PhAcvmp78,Harrisburg,38553
GGONV72,Aygun,28073,0.48,DoKwecm84,Lima,18687
